title,labels,text
ATEL #11955,Optical,"
On behalf of the Danish Summer School in Observational Astrophysics, currently
being held at the Nordic Optical Telescope (NOT), we report the spectroscopic
classifications of SN 2018ekt and SN 2018exb. 
The candidates were discovered by the Pan-STARRS Survey for Transients
(PSST; Huber et al., ATel #7153) and ATLAS (Tonry et al. 2011; ATel #8680).

Observations were performed with the 2.56 m Nordic Optical Telescope equipped
with ALFOSC (range 350-950 nm; resolution 1.6 nm FWHM). 

Survey Name    | IAU Name   | Discovery (UT) | Discovery mag | Observation
(UT) | Redshift | Type | Phase   | Notes 
PS18bby        | SN2018ekt  | 2018-07-08.4   | 20.9          | 2018-08-15.1
| 0.015    | Ia   | +14d    | (1) 
ATLAS18tnd     | SN2018exb  | 2018-08-11.4   | 17.7          | 2018-08-15.1
| 0.047    | Ia   | -7d     | (2) 

(1) Type Ia supernova around two weeks or more past maximum light. SNID
(Blondin and Tonry 2007, ApJ, 666, 1024) determines good template fits
for the redshift z=0.015. 
(2) SNID indicates decent matches with spectra of SN 2006gr and SN 2007F
obtained around a week before maximum. Host red-shift of z=0.047 comes
from The 6dF Galaxy Survey Data Release 3 (Jones et al. 2009, MNRAS, 399,
683). We note that SNID suggests a host redshift of z=0.022.  

"
ATEL #11956,TeV,"
The H.E.S.S. array of imaging atmospheric Cherenkov telescopes was used
to carry  
out follow-up observations of AT2018cow (ATel #11727) between the 3rd and
5th  
July 2018, for a total of 2.4 hours. H.E.S.S. observed the region around
the source  
position (RA, Dec) = (244.00, 22.27) from ATel #11727.  
Preliminary off-site calibration and analysis with the data taken by the
CT5 telescope  
(CT5 mono), searching for a point-like gamma-ray source from the source
target, revealed  
no significant detection.  These observations allowed us to place preliminary

upper limits on the integrated flux (assuming a spectral index value of
-2) from the source target:  
above the energy threshold 220 GeV (with a 95% confidence limit) an upper
limit of 5e-12 ph cm^-2 s^-1; above 1 TeV (with a 95% confidence limit)
an upper limit of 5e-13 ph cm^-2 s^-1.  

H.E.S.S. is an array of five imaging atmospheric Cherenkov telescopes for
the detection  
of very-high-energy gamma-ray sources and is located in the Khomas Highlands
in  
Namibia. It was constructed and is operated by researchers from Armenia,
Australia,  
Austria, the Czech Republic, France, Germany, Ireland, Netherlands, Japan,
Poland,  
South Africa, Sweden, UK, and the host country, Namibia.

"
ATEL #11950,Supernovae,"
A. J. Nayana (NCRA-TIFR) and Poonam Chandra (NCRA-TIFR) report on behalf
of a larger collaboration: 

We observed broad lined Type Ic supernova AT2018cow (Smartt et al. ATel#
11727) with the Giant Metrewave Radio Telescope (GMRT) on 2018 Aug 12.71
UT in the 1390 MHz band. We clearly detect radio emission at the supernova
position. The flux density of the supernova in this band is 438+/-82 uJy.

More observations are planned. We thank GMRT staff for carrying out the
observations. 

"
ATEL #11951,X-ray,"
We report the detection of a 55 Hz high-frequency QPO in the new black
hole transient MAXI J1820+070 (ATel #11488, #11510, #11576, #11578, #11820).
We analysed the NICER observations of MAXI J1820+070 during March 12 to
April 16 (ObsId 1200120101-1200120130). For the timing analysis, we produced
a 16-s power density spectra (PDS) for each observation with a time resolution
of 2 ms, so that the Nyquist frequency is 256 Hz. We find a clear high-frequency
QPO in the PDS of ObsID 1200120107. The centroid frequency of the QPO obtained
from the fit with a model of multiple Lorentzian functions is 55.12+/-0.06
Hz, the FWHM is 2.00+/-0.20 Hz, the fractional rms is about 1%. A weak
second harmonic at the frequency of ~110 Hz was also present in the PDS.
The high-frequency QPO was clearly detected until the observation 1200120120.
During this period, the centroid frequency of the QPO was stable at ~55
Hz. 

The frequency of this high-frequency QPO in MAXI J1820+070 is close to
the 67-Hz QPO seen in GRS 1915+105. However, the 67-Hz QPO in GRS 1915+105
normally appears in a relatively soft state, but the 55-Hz QPO we observed
in MAXI J1820+070 is present in the hard state. We are making a detailed
analysis on this QPO to explore its physical origin. 

"
ATEL #11953,Optical,"
We obtained a spectrum of the nuclear transient AT 2018dyk/ZTF18aajupnt
on 2018 August 12.3 UT with the robotic FLOYDS instrument mounted on the
Las Cumbres Observatory 2-meter telescope on Haleakala, Hawai'i, under
the ""Transients in Galaxy Centers"" program (PI: Arcavi). Using Superfit
(Howell et al. 2005, ApJ, 634, 1190), we find a reasonable fit to the tidal
disruption event (TDE) ASASSN-14ae (Holoien et al. 2014, MNRAS, 445, 3263;
Arcavi et al. 2014, ApJ, 793, 38) at the redshift of the host galaxy (z=0.037;
SDSS). 

The spectrum displays possible broad H-alpha, H-beta and He II emission
lines, similar to those seen in other TDEs. Unlike other TDEs, however,
it displays narrow H-beta and He II emission lines not seen in the SDSS
host spectrum, stronger narrow H-alpha compared to the SDSS host spectrum,
and it does not display a blue continuum. 

The ZTF light curve retrieved from the ZTF public alert stream via MARS
(https://mars.lco.global/7014426/) peaks at an apparent magnitude of about
18.6, which at the deduced redshift corresponds to an absolute magnitude
of -17.4, several magnitudes fainter than most TDEs but similar to the
TDE iPTF16fnl (Blagorodnova et al. 2017, ApJ, 844, 46). 

The SDSS spectrum of the host galaxy shows weak H-alpha emission indicative
of only weak current star formation, and does not show strong Balmer absorption
which would be indicative of a recent strong starburst. The recent star
formation history of the host galaxy appears similar to that of TDE PTF09ge
(Arcavi et al. 2014, ApJ, 793, 38), which formed less than 1% of its current
stellar mass in the last Gyr (French et al. 2016, ApJL, 818, 21; French
et al. 2017, ApJ, 835, 176). 

Our spectrum is available on the <a href=""http://wis-tns.weizmann.ac.il/object/2018dyk"">Transient
Name Server</a>. 

"
ATEL #11952,X-ray,"
The X-ray monitor JEM-X on-board the INTEGRAL satellite has discovered
a new X-ray transient source during the recent Galactic Bulge observation
performed on August 11<sup>th</sup> (revolution 1986) from UTC 07:44 to
12:30 (ATel #438, Kuulkers et al. 2007, A&A 466, 595, see also: <A href=""http://integral.esac.esa.int/BULGE"">http://integral.esac.esa.int/BULGE</A>).

The source is detected at 7 &sigma; for an effective exposure time of 17.9
ks on the combined JEM-X mosaics from which we obtain the following fluxes:

12 &plusmn;2 mCrab (&approx;2.0&times;10<sup>-10</sup> erg/cm<sup>2</sup>/s)
between 3-10 keV, 

17 &plusmn;3 mCrab (&approx;1.9&times;10<sup>-10</sup> erg/cm<sup>2</sup>/s)
between 10-25 keV. 

JEM-X sees the source at the following position: 

RA = 267.58&deg;, Dec = -26.61&deg; with an uncertainty of 1.5 arcmin 

leading to the new source name: IGR J17503-2636. 

The source is not detected by IBIS/ISGRI above 20 keV, and we estimate
a 3-&sigma; upper limit about 10 mCrab (20-40 keV). 

Thanks to a 1-ks exposure with Swift/XRT in PC mode between August 13<sup>th</sup>
19:41-20:13 (UTC) we can refine the source position at: 

RA = 267.57527&deg; = 17h 50m 18.06s 

Dec = -26.60458&deg; = -26d 36m 16.5s. 

The error radius is 2.2 arcsec (90% confidence) obtained with the enhanced
method using Swift/UVOT  provided by the on-line Swift/XRT data product
tool (Evans et al. 2009, MNRAS 397, 1177). 

The Swift/XRT 0.3-10 keV count rate was increasing between the two snapshots
from 0.3 to 0.5 c/s. The average spectrum is highly absorbed with a derived
absorption column between (6.2-13.7)&times;10<sup>22</sup> cm<sup>-2</sup>
(for a galactic column density of 1.3&times;10<sup>22</sup> cm<sup>-2</sup>
in that direction). The observed 0.3-10 keV flux is estimated between (2.0-8.3)&times;10<sup>-11</sup>
erg/cm<sup>2</sup>/s. 

The next INTEGRAL observations of the Galactic Bulge region are currently
scheduled on August 17<sup>th</sup>  and will continue at a rough cadence
of one-two observations per week until October 20<sup>th</sup>.  
Multi-wavelength follow-up observations are encouraged to unveil the nature
of IGR J17503-2636. 

We thank the Swift Team for scheduling the ToO observation with short notice.

"
ATEL #11946,Optical,"		Neutron Star, Transient

On 2018 August 10 to 11, IGR J17591-2342 was discovered as a new X-ray
transient by INTEGRAL, confirmed on August 12 with a refined position by
Swift (ATel #11941, #11942). We report on optical observations of the field
of IGR J17591-2342 taken with the Las Cumbres Observatory (LCO) 2-m and
1-m robotic telescopes. 

Images were acquired with the 2-m Faulkes Telescope South (FTS; located
at Siding Spring Observatory, Australia) in SDSS g', i' and PanSTARRS y-band
filters on 2018 Aug 12 at 13:41-13:57 UT (less than 4 hours after the announcement
of the discovery in ATel #11941). Images in SDSS r', i' and PanSTARRS y-band
filters were taken on 2018 Aug 12 at 21:05-21:23 UT using a 1-m LCO telescope
at the South African Astronomical Observatory (SAAO), Sutherland, South
Africa. Finally, images in g', i' and y-band filters were taken on 2018
Aug 13 at 6:30-6:46 UT with the 2-m Faulkes Telescope North (FTN; at Haleakala
Observatory, Maui, Hawaii, USA). 

We flux calibrate our images using several close, isolated stars listed
in the PanSTARRS catalogue. We also aligned and combined the FTS and FTN
images taken in g', i' and y-bands to produce deeper images in these three
filters (finding charts are linked below). No stars are detected within
the 3.6 arcsec radius Swift XRT error circle of the X-ray source (ATel
#11942), although one star is clearly detected on the edge of the error
circle in all our images (labelled '1' in the i'-band finding chart below),
which is also listed in the PanSTARRS and 2MASS catalogues. Its PanSTARRS
coordinates (J2000) are RA = 17 59 02.693; Dec = -23 43 12.04 (3.7"" from
the centre of the XRT circle) and catalogue magnitudes are g' = 25.468
+- ? (no error given); r' = 19.767 +- 0.036; i' = 17.737 +- 0.011; y =
15.505 +- 0.013. We derive magnitudes of this star from each of our images;
all our r', i' and y mags agree with the catalogue values within < 0.1
+- 0.1 mag. From the combined FTS and FTN g'-band image, we measure g'
= 23.0 +- 0.2 for this star - significantly brighter than the PanSTARRS
value, although we suspect this apparent brightening may not be real, and
could be due to the unknown error on the PanStarrs catalogue g'-band magnitude,
and/or the low S/N of the star in our image. 

The next three closest PanSTARRS stars are located 5.5"" to 6.2"" from the
centre of the XRT error circle (labelled 2 to 4 in the i'-band finding
chart). Star 2 is detected in y-band only; its magnitudes agree within
0.2 +- 0.2 mags of PanSTARRS. Star 3 is not detected in any filter. Star
4 (at RA = 17 59 02.505; Dec = -23 43 07.93) has magnitudes that are brighter
than the catalogue values by 0.15-0.19 mag in all i' and y images (it is
not significantly detected in g' and r'). Within the 3.6"" XRT error circle,
there are no additional sources detected in the combined images down to
magnitude (3-sigma) limits of g' = > 22.7; i' > 21.8; y > 18.4. We will
continue to image the location with the LCO telescopes while the X-ray
flux increases, to see if any star brightens. 

The Galactic neutral hydrogen column density in the direction of IGR J17591-2342
is n_H ~ 1.4E22 cm^-2 (Kalberla et al. 2005, A&A, 440, 775; Dickey & Lockman,
1990, ARAA, 28, 215). The absorption column density from the Swift XRT
spectrum was measured to be n_H = (4.2+/-0.8)x1E22 cm^-2, exceeding the
Galactic value. Given these two values and adopting the relation of Guver
& Ozel (2009, MNRAS, 400, 2050), the optical extinction is likely to lie
in the range Av ~ 6 - 23. Infrared and longer wavelength observations (e.g.
radio) are therefore strongly encouraged. 

The LCO observations are part of an on-going <a href=""http://tinyurl.com/faulkesxrb"">monitoring
campaign</a> of ~ 40 low-mass X-ray binaries (<a href=""http://arxiv.org/abs/0712.2751"">Lewis
et al. 2008</a>) with LCO and the Faulkes Telescopes. This work makes use
of observations from the Las Cumbres Observatory (LCO).

IGR J17591-2342 LCO optical finding charts: http://www.faulkes-telescope.com/17591
"
ATEL #11947,Optical,"
ePESSTO, the extended Public ESO Spectroscopic Survey for Transient Objects
(see Smartt et al. 2015, A&A, 579, 40 http://www.pessto.org ), reports
the following supernova classifications. Targets were supplied by the ATLAS
survey, see Tonry et al. (2011, PASP, 123, 58) and Tonry et al. (ATel #8680);
from the All Sky Automated Survey for SuperNovae ASAS-SN (see Shappee et
al. 2014, ApJ, 788, 48 and http://www.astronomy.ohiostate.edu/~assassin/index.shtml);
and from the ESA Gaia Photometric Science Alerts Team and DPAC (http://gsaweb.ast.cam.ac.uk/alerts).
All observations were performed on the ESO New Technology Telescope at
La Silla on 2018 August 12, using EFOSC2 and Grism 13 (3985-9315A, 18A
resolution). Classifications were done with SNID (Blondin & Tonry, 2007,
ApJ, 666, 1024) and GELATO (Harutyunyan et al., 2008,  A&A, 488, 383).
Classification spectra and additional details can be obtained from http://www.pessto.org
(via WISeREP) and the IAU Transient Name Server. 

Survey Name | IAU Name  | RA (J2000)  | Dec (J2000) | Disc. Date | Source
| Disc Mag | z     | Type | Phase | Notes 
ATLAS18sto  | SN2018elp | 14:31:19.12 | +21:17:24.8 | 20180730   | ATLAS
| 18.3     | 0.030 | II   | +2w   | (1) 
ASASSN-18ro | SN2018evt | 13:46:39.32 | -09:38:36.6 | 20180808   | ASAS-SN
| 17.9     | 0.029 | Ia   | -9d   | (2) 
ATLAS18tmf  | SN2018evy | 18:22:38.17 | +15:41:47.6 | 20180811   | ATLAS
| 17.5     | 0.018 | II   | +2d   | (3)  
ATLAS18tne  | SN2018exc | 21:00:08.02 | -40:21:30.9 | 20180807   | ATLAS
| 19.3     | 0.057 | Ia   | -10d  | (4)    
ASASSN-18rq | SN2018evw | 21:15:14.40 | +02:11:34.4 | 20180811   | ASAS-SN
| 17.6     | 0.050 | Ia   | +3d   | 
ATLAS18tka  | SN2018evf | 23:09:35.80 | +05:35:12.1 | 20180808   | ATLAS
| 19.3     | 0.06  | Ia   | +3d   | 
ATLAS18tnc  | AT2018exa | 23:48:58.07 | -36:53:13.8 | 20180811   | ATLAS
| 18.6     | ?     | SN?  | ?     | (5) 

(1) Also known as Gaia18cca & ZTF18abklbam.

(2) Also known as ATLAS18tfh, now at o=16.7. Best matches with 91T-like
templates.

(3) Very young type II. The +2 days is with respect to explosion (ATLAS
limit c < 19.5 on 20180809). The spectrum is blue and largely featureless.
Weak narrow emission is seen at Halpha and Hbeta, along with a broad bump
at 4600 Ang likely associated with high ionization C/N lines blended with
He II.

(4) The Si II 6355 velocity is ~25000 km/s with a likely contribution from
a high-velocity component. Has reached o=17.4 +/- 0.07, or M_o = -19.6
and still rising. Further observations encouraged.

(5) A low S/N spectrum taken under poor conditions appears blue.

"
ATEL #11948,Optical,"
The Spectral Classification of Astronomical Transients (SCAT) survey (ATel
#11444) presents the classification of 9 optical transients. We report
optical spectroscopy (330-970nm) taken with the University of Hawaii 88-inch
(UH88) telescope using the SuperNova Integral Field Spectrograph (SNIFS).
Transients were classified using the SuperNova IDentification code (SNID,
Blondin & Tonry 2007, ApJ, 666, 1024).  

Survey Name       IAU Name    Date Obs.     Disc ATel.      Type      
Phase     Redshift          Notes 
ASASSN-18re       SN2018eui   2018-08-11    ATel #11933     Ia-norm   
-0.6(4.7) 0.031 (host) 
ATLAS18tbb        SN2018epz   2018-08-11    ...             Ia/b      
...       0.101 (host)      1 
ATLAS18tht        SN2018etm   2018-08-11    ...             Ia-norm   
-1(8)     0.026 (0.006)     2 
ATLAS18tjp        SN2018evb   2018-08-11    ...             Ia-norm   
-5.9(4.8) 0.096 (0.008) 
ATLAS18tco        SN2018ero   2018-08-11    ...             Ia-norm   
-4.2(3.9) 0.060 (0.007) 
ATLAS18tjv        SN2018evd   2018-08-11    ...             Ia-norm   
-1.1(4.6) 0.055 (0.005) 
ATLAS18tba        SN2018epy   2018-08-11    ...             Ia-91T    
-1.9(4.2) 0.010 (host)      3 
Gaia18cae         SN2018erb   2018-08-11    ...             Ia        
27(10)    0.041 (0.005) 
Gaia18caf         SN2018erc   2018-08-11    ...             Ia-norm   
22(19)    0.041 (0.005) 

1) Only blue channel spectrum available.<br /> 
2) Between 2 SDSS galaxies, the SNID redshift is consistent with photoZ
of SDSSJ161420.50+031357.4 within 2.7 sigma.  We note that ZTF_Bot1 has
since posted a classification to TNS with a redshift of 0.55 (that of the
other coincident galaxy).  This, however, is inconsistent with SNID and
would imply an absolute magnitude of approximately -24. <br /> 
3) Possibly a Ia-norm, but more Ia-91T provide quality fits with SNID.

"
ATEL #11949,Optical,"
Following the report of a weak X-ray outburst from the black hole transient
V4641 Sgr (ATel #11931), we have performed optical follow-up observations
since 2018 August 10. Observations were taken with the T17 0.43m telescope
of iTelescope.Net in Siding Spring, Australia. We used a subset of comparison
stars and the orbital solution in MacDonald et al. (2014) to derive the
magnitude of V4641 Sgr and the corresponding orbital phase, respectively.
The magnitudes of V4641 Sgr are listed below: 

2018-08-10 at Phase 0.72 V=13.44 

2018-08-11 at Phase 0.13 V=13.35 

2018-08-12 at Phase 0.49 V=13.36  B=13.74 

2018-08-13 at Phase 0.84 V=13.66  B=14.01 

with a typical 1-sigma uncertainty of ~0.1 mag. 

By comparing the quiescent light curves in MacDonald et al. (2014), it
is clear that V4641 Sgr shows increased activity in optical on 2018-08-11
and 2018-08-12 with 0.3-0.5 mag enhancement. On 2018-08-13, both the B
and V magnitudes are consistent with quiescence. Our observations indicate
that V4641 Sgr may be in an optical active phase. Further optical and X-ray
observations are encouraged to investigate the nature of this outburst.
Swift observations have been approved to follow up the source. 

"
ATEL #11941,X-ray,"
During the observations performed in satellite revolution 1986 (spanning
from 2018-08-10 15:50 to 2018-08-11 12:30 UT) toward the direction of the
Galactic center, a new X-ray transient was detected by the instruments
on-board INTEGRAL. 

The best position determined by IBIS/ISGRI is at: 

RA, Dec (J2000): 269.78662  -23.712973, 

with an associated uncertainty of 3 arcmin. 

According to the INTEGRAL convention, we named the new transient IGR J17591-2342.

The new source is detected in the 20-40 keV (40-80 keV) mosaic realized
by using all the science windows collected in the direction of the Galactic
Center and Galactic Bulge at a significance of 8.7 sigma (7.7 sigma). The
estimated flux of the source from the mosaic is of 13.5+/-1.5 mCrab in
the 20-40 keV energy band and 21.5+/-2.7 in the 40-80 keV energy band.
These values correspond to roughly 1.0E-10 erg/cm^2/s and 1.6E-10 erg/cm^2/s,
respectively. 

The ISGRI spectrum could be preliminary described by a power-law of photon
index 2.9+/-0.5. The flux measured from the spectral fit in the 20-100
keV energy band was 4.3E-10 erg/cm^2/s. 

The source was located at the rim of the JEM-X field of view and not detected
by this instrument. 

Additional INTEGRAL observation of the field around the new transient are
planned for 2018 August 17. A Swift/XRT ToO observation has been requested.

"
ATEL #11942,X-ray,"
Following the discovery of the new INTEGRAL transient IGRJ17591-2342 (ATel
#11941), a ToO observation with Swift/XRT was requested in order to improve
the determination of the source position and to characterize its soft X-ray
emission. 

Swift/XRT observed the field around IGRJ17591-2342 starting from 12 August
2018 at 03:49 for about 1 ks. A single X-ray source was detected within
the uncertainty circle derived from IBIS/ISGRI. The best position determined
by XRT (we used the online Swift-XRT data product tool; Evans et al. 2009,
MNRAS, 397, 1177):  

RA, Dec (J2000): 269.7622, -23.7195,  

with an associated uncertainty of 3.6 arcsec (at 90% c.l.).  

The Swift/XRT spectrum could be preliminary described by an absorbed power-law
with photon index of 1.7+/-0.3 and an absorption column density of (4.2+/-0.8)x1E22
cm^-2. The 0.3-10 keV flux (not corrected for absorption was (2.6+/-0.2)x1E-10
erg/cm^2/s.  

Additional monitoring observations with Swift/XRT have been requested.
We are grateful to the Swift team for the very rapid scheduling of the
ToO observation of IGR J17591-2342.   

"
ATEL #11943,Optical,"
ePESSTO, the extended Public ESO Spectroscopic Survey for Transient  
Objects (see Smartt et al. 2015, A&A, 579, 40 http://www.pessto.org ),

reports the following supernova classifications. Targets were supplied

by the ATLAS survey, see Tonry et al. (2011, PASP, 123, 58) and Tonry et

al. (ATel #8680).  All observations were performed on the ESO New Technology
Telescope at La Silla on 2018 August 11, using EFOSC2 and Grism 13 (3985-9315A,
18A resolution).  
Classifications were done with SNID (Blondin & Tonry, 2007, ApJ, 666, 

1024) and GELATO (Harutyunyan et al., 2008,  A&A, 488, 383).  
Classification spectra and additional details can be obtained from  
http://www.pessto.org (via WISeREP) and the IAU Transient Name Server.

Survey Name | IAU Name  | RA (J2000)  | Dec (J2000) | Disc. Date | Source
| Disc Mag | z     | Type     | Phase | Notes 
ATLAS18tim  | AT2018eue | 20:23:02.31 | -12:32:50.5 | 20180808   | ATLAS
| 19.6     | -     | -        | -     | (1) 
ATLAS18tjp  | SN2018evb | 22:51:02.71 | -03:38:58.1 | 20180808   | ATLAS
| 18.9     | 0.09  | Ia       | +0d   | (2) 
ATLAS18tcn  | AT2018ern | 19:44:43.63 | -14:48:24.5 | 20180806   | ATLAS
| 18.7     | 0?    | Stellar? | -     | (3) 
ATLAS18tcp  | AT2018erp | 22:32:55.15 | -03:02:49.8 | 20180806   | ATLAS
| 18.9     | 0.14  | AGN      | -     | (4) 
ATLAS18tem  | SN2018exv | 23:33:57.45 | -26:26:49.1 | 20180803   | ATLAS
| 18.6     | 0.07  | Ia       | +0d   | 
ATLAS18tgx  | AT2018est | 23:48:53.06 | -37:05:04.9 | 20180803   | ATLAS
| 18.0     | -     | CV       | -     | (5) 
ATLAS18tld  | SN2018evk | 23:15:44.95 | +06:54:39.7 | 20180805   | ATLAS
| 19.2     | 0.03  | II       | +2wk  | 
ATLAS18thf  | SN2018esx | 01:12:12.46 | -30:29:40.0 | 20180807   | ATLAS
| 19.2     | 0.09  | Ia       | +4d   | 

(1) Not visible on acquisition image.

(2) Previously classified by SCAT.

(3) The transient is dominated by narrow Balmer emission lines, however
the continuum is remarkably flat. We measure a flux ratio between Halpha
and Hbeta of 3.8. In addition, we see weak narrow emission features from
He I. We also note that the transient may be associated with NGC 6822,
a very nearby dwarf irregular galaxy. Given our spectral resolution and
the small redshift for NGC 6882, we cannot determine whether ATLAS18tcn
lies in this galaxy or the Milky Way.

(4) The spectrum has Balmer emission lines, He, and a blue component to
the continuum consistent with an AGN. This is also consistent with the
location of the transient in the nucleus of its host.

(5) Blue continuum with absorption in Hbeta and higher.

"
ATEL #11944,Optical,"
During the ongoing All Sky Automated Survey for SuperNovae (ASAS-SN, <a
href=""http://adsabs.harvard.edu/%61bs/2014ApJ...788...48S"">Shappee et al.
2014</a>), using data from the quadruple 14-cm ""Payne-Gaposchkin"" telescope
in Sutherland, South Africa, we discovered a new transient source, most
likely a supernova, in the galaxy 2MASS J21483845-4322470. 

ASASSN-18rn (AT 2018evo) was discovered in images obtained on UT 2018-08-08.85
at g~18.0 mag. We also detect the object in images obtained on UT 2018-08-12.05
(g~18.3) and UT 2018-08-11.86 (g~17.8). We do not detect (g>17.5) the object
in images taken on UT 2018-08-11.35 and before. Follow-up images confirm
the discovery of the transient. This <a href=http://www.astronomy.ohio-state.edu/assassin/followup/asassn-18rn.png>figure</a>
shows the archival DSS image of the host (left) and the confirmation image
(right). The red circle has a radius of 5"" and is centered on the position
of the transient in the confirmation image. 

The position of ASASSN-18rn is approximately 0.6"" South and 3.0"" West from
the center of the galaxy 2MASS J21483845-4322470 (z=0.07389, d=320.9 Mpc,
via VizieR), giving an absolute g-band magnitude of approximately -19.6
(m-M=37.53, A_g=0.049). The transient lies within the Camera 1 field of
the ongoing <a href=""https://tess.mit.edu/science/tess-pointing/"">TESS
Sector 1 observations</a>. Properties of the new source and photometry
are summarized in the tables below: 

Object       RA (J2000)     DEC (J2000)      Disc. UT Date   Disc. g mag
Approx. Abs. Mag   Offset from Host ("") 
ASASSN-18rn  21:48:38.453   -43:22:48.43     2018-08-08.85      18.0  
-19.6                3.06 

Obs. UT Date         g mag 
2018-08-11.35        >17.5 
2018-08-12.05         18.3 
2018-08-11.86         17.8 
2018-08-08.85         18.0 

Follow-up observations are encouraged. 

While we are participating in the TNS system to minimize potential confusion,
ASAS-SN will continue using ASASSN-18xx transient names as our primary
nomenclature (including supernovae, but also other classes of transients),
and we encourage others to do the same. We prefer merging the names as
ASASSN-18xx (AT 2018xyz) to preserve, rather than anonymize, the origin
of the transient. 

We thank Las Cumbres Observatory and its staff for their continued support
of ASAS-SN. ASAS-SN is funded in part by the Gordon and Betty Moore Foundation
through grant GBMF5490 to the Ohio State University, NSF grant AST-1515927,
the Mt. Cuba Astronomical Foundation, the Center for Cosmology and AstroParticle
Physics (CCAPP) at OSU, the Chinese Academy of Sciences South America Center
for Astronomy (CASSACA), and the Villum Fonden (Denmark). For more information
about the ASAS-SN project, see the <a href=http://www.astronomy.ohio-state.edu/~assassin/index.shtml>ASAS-SN
Homepage</a> and the list of all <a href=http://www.astronomy.ohio-state.edu/~assassin/transients.html>ASAS-SN
transients</a>.

"
ATEL #11945,X-ray,"		Transient

We report new Chandra X-ray observations of neutron star merger GW170817
at 358.6 days post-merger, which now reveals fading at a t^-1.6 rate. 

Chandra obtained a 67.16 ks observation of GW170817 (obsID: 21371, PI:
Troja) on 10 August 2018, at 358.6 days post-merger. GW170817 is still
clearly detected, and we measure a 0.5-8 keV count rate of 4.9 (+0.9/-0.9)
cts/s. We extract and fit the X-ray spectrum assuming an absorbed power-law
spectral model, with fixed NH = 7.5e20 cm^-2. We measure an absorbed flux
of f(0.3-8 keV) = 6.3 (+3.8/-2.1) x10^-15 erg/s/cm^2 (90% c.l.) and photon
index of Gamma = 1.6 (+1.3/-0.9), which corresponds to an unabsorbed luminosity
of L(0.3-10 keV) = 1.7 (+1.1/-0.5) x10^39 erg/s assuming a luminosity distance
of 42.5 Mpc. 

The previous Chandra observation at 260.0 days showed an absorbed flux
of f(0.3-8 keV) = 1.09 (+0.24/-0.20) x10^-14 erg/s/cm^2 (Nynka et al. 2018).
A power-law fit of this previous 260.0 day flux to the new 358.6 day flux
reveals fading at a t^-1.6 rate. This is steeper than the t^-1.3 fading
observed between 159.7 and 260.0 days post-merger, and thus the X-ray afterglow
light curve is now fading more rapidly. 

"
ATEL #11935,Optical,"		Variable, Supernovae, Transient, Variables

MASTER OT J023059.78-172027.1 discovery - OT in far SDSS galaxy direction,
discovered during Fermi 555576051 trigger inspection 

MASTER-SAAO auto-detection system ( Lipunov et al., ""MASTER Global Robotic
Net"", Advances in Astronomy, 2010, 30L )

discovered OT source at (RA, Dec) = 02h 30m 59.78s -17d 20m 27.1s on 2018-08-11.15934
UT 

The OT unfiltered magnitude is 17.5m (mlim=19.7). 

The OT is seen in 4 images. There is no minor planet at this place. 

We have reference image on 2016-05-28.17676 UT with  unfiltered mlim= 
18.6m. 

This OT was found during Fermi trigger <a href="" https://gcn.gsfc.nasa.gov/other/555576051.fermi"">inspection
</a> (GRBtime=2018-08-10 06:40:46.74UT), but it was presented in MASTER-OAFA
images on 2018-08-08 07:33:12 with m_OT=18.5 (also detected during Fermi
inspection, but trigger number is 555263883 https://gcn.gsfc.nasa.gov/other/555263883.fermi
) 

There is SDSS galaxy (The SDSS Photometric Catalog, Release 9 
(Adelman-McCarthy, 2012) with 0.25 arcsec offset 
(inside our error box ~0.7 arcsec) with r_m = 22.5 mag .

However, we can not exclude that the object in the SDSS is a star. In 

this case we have an optical transient is CV. 

Finally, we just received a telegram from MASTER-OAFA robotic telescope
(Argentina), that OT magnitude is about 18.0 (Lipunov et al., <A HREF=""https://gcn.gsfc.nasa.gov/gcn3/23126.gcn3"">GCN
23126</A> ). 

Spectral observations are required. 

The discovery and reference images are available at: 

http://master.sai.msu.ru/static/OT/023059.78-172027.1.png 

MASTER Global Robotic Net: http://observ.pereplet.ru
"
